id,text,is,single
840,Busquen quienes son los chef’s a nivel mundial… Oh! Sorpresa   la gran mayoría son hombres. El patriarcado lo hizo de nuevo… ,1,0
841,"No es que todo lo quieren solucionar con que el hombre es el ""machista""   hubo agresión de ambas personas y el señor comenzó primero.",1,0
842,Si tanto preocupa los embarazos por violacion   por que no proponen a la par de esta ley abortera   la pena de muerte para el violador? Con eso sí protegerían a las futuras víctimas y con el tiempo desaparecerian las reincidencias por violacion!,1,0
843,Expliquen como pueden tolerar si quiera la primera agresión. Son bonitas   inteligentes y autosificientes. Que les pasa?,1,0
844,Creo que aquí también aplica que el hombre llega hasta donde la mujer lo permite   no puedo creer como la insulta y ella se disculpa!,1,0
845,No hay que ser agresivos   hay que ser normales   tampoco hay que ser frágiles   cuando eres un frágil te manipulan y te usan comprobado luego te búscan el sustituto,1,0
846,Exacto. No estaba en sus zapatos   eso habría hecho yo. Mi opinión va más alla: ¿eres una mujer que tu novio te está violentando? ¡déjalo! Ten la fortaleza y ¡déjalo! Y de paso denuncialo.,1,0
847,El caso acá es que tenemos un psicópata maniático violento.,1,0
848,Mujeres por favor denunciar los maltratos de casa   recuerden el hombre llega hasta donde la mujer te lo permite.,1,0
849,Uno de hombre llega hasta donde la mujer lo permite así como hay mujeres que buscan placer en línea   también hay hombres he dicho caso cerrado,1,0
850,La que no enseña no vende,1,0
851,Como siempre las mujeres   solo defienden lo que les conviene   a la Voz de la Mujer lo que le importa es quien dice el comentario   no salvaguardar a las niñas del centro escolar,1,0
852,Mi ignorancia: no había visto   no sabía como lo importante y trascendencia del gran #Gatsby 😱😅y viene una frase de la película: “lo mejor que una niña puede ser en este mundo   es ser una hermosa y pequeña niña tonta.” 😱😅😍😍el macho en mi like esto 😉😅😂😂1,1,0
853,No leo a las féminas opinando del tema de violencia de anoche    🤔🤔🤔🤔🤔 se quedaron sin internet .... ósea me gustaría que la despepitaran así como a Silva ....,1,0
854,Hoy leía que falta empatia hacia las féminas de parte de los hombres en el transporte publico    yo creo que esta en la educación en casa. Estoy seguro que habemos muchos hombres que cedemos el asiento a un mujer con bebe en brazos o que es anciana por ejemplo.,1,0
855,Creo q una mirada lujuriosa y pervertida del sexo masculino hacia el sexo opuesto es inofensiva a comparación de la mirada envidiosa y con odio que levantan algunas féminas de su propio sexo....,1,0
856,Deberían informar que el ciclo menstrual de la féminas se altera con el encierro.,1,0
857,Feminas no se pronuncian por sus semejantes necesitadas,1,0
858,Me da asquito del recio ver tuiteros cuentiando a los culos de una manera tan sutil y básica   digna de facebookero maduro.,1,0
859,Cristo quita de la faz de la tierra a las calenturientas pubertas precozes :(,1,0
860,Soy un macho @user   como nueva definición del patriarca golpeador alfa   dictador familiar y opresor de allegados. ,1,0
861,Yo soy un macho de verdad   cuando mi vieja me dice «No vas»   no voy y ya   punto. No ando rogándole como mariquita.,1,0
862,Usted siempre debe ser ese hombre respetable en su casa. Yo no quiero ver a esos machos   barriendo   trapeando…¡nooo! ¿Cómo es posible?,1,0
863,El rol del macho alfa de proveer   de cuidar   de amar a su familia no lo entienden. No entienden en orgullo de un hombre de hacer.,1,0
864,Esos momentos de la vida en que todas (solo mujeres) están decorando para una boda. Y tu como macho alfa   pelo en pecho semental italiano   barba de leñador no tienes ni pura idea de que hacer...,1,0
865,Y vos sos SALVADOREÑO...! Dan más asco los que DESTRUYEN templos   asesinan inocentes   hacen actos inmorales en la vía pública   promueven como legal matrimonios degenerados   todo por la mal llamada igualdad de género. Por qué no te CALLAS...!,1,0
866,De las mujeres mejor ni digo nada   porque luego aparece la liga de la decencia en manada a querer defenderlas ,1,0
867,Ella te dijo que su nombre era Susana y a mi me dijo que su nombre era Mariana. Así o mas Peperecha,1,0
868,Te aseguro q si lo hace ya deja de ser divertido y se convierte en Violencia intrafamiliar   yuca pero es real cuando una mujer golpea es un chiste pero si un hombre levanta la mano preso...,1,0
869,No se habla ni estudia la violencia física e intrafamiliar contra los Varones; la ONU   OEA   Feministas radicales y Progresistas   usando la Ideología de Género   promueven la desigualdad y violación de DD.HH. entre los 2 Sexos; pasando del perverso Machismo al pervertido Hembrismo.,1,0
870,Caballeros   las salvadoreñas son hermosas   pero sin duda alguna   Santa Ana es donde encontrará muchas mujeres bellas   Créanme que en la ciudad morena abundan 😍    amigo   talvez el amor lo va a encontrar en otro municipio... Fuente   Créanme.... Me pasó,1,0
871,"Estamos locos de atar
Somos trovadores que en tu ciudad
Damos pinceladas de color a tu gris realidad
Somos (mitad caballeros)
(Mitad bohemios y embusteros)
(No somos lo que un padre quiere para su hijita bebé)",1,0
872,Un pacto es de hombres y hay que cumplirlos y si lo hicieron con papel y firmas   es de enseñar esa traición   porque es una vileza el no cumplir un pacto de caballeros   porque deja de ser un hombre el que no lo cumple.,1,0
873,Para las damas una botellita de las que le doy a mi bella esposa y para los caballeros algo más fuertesito un tequilita o vodka o cervecitas que dice,1,0
874,... esta mujer tan elegante   llena de diamantes y Cartier   esta hablando de los pobres en este momento...,1,0
875,Así quiero una esposa complaciente y trabajadora que me dé el mañanero,1,0
876,Quien es el policía? Las tres amantes? Y la tonta de la esposa que le soporta eso? Aquí preguntándome porque no cuentan bien el chisme ,1,0
877,Pero que no ande de exquisita haciéndose la ofendida como si ella fuera la esposa   o sea que se ubique vea,1,0
878,"Todos los hombres queremos una mujer:
1. Trabajadora
2. Comprensiva
3. Que nos haga reir
4. Que nos ame
5. Que nos haga rico el amor
6. Y LO MAS IMPORTANTE ESAS MUJERES NO SE DEBEN CONOCER ENTRE ELLAS!!!",1,0
879,"Hagan el amor   no el chambre. Total y que se le junte el ganado al rejero y que las monte a todas.",1,0
880,Por la gran fruta   que marditooooo ese policilla jajaja. Es un crack   que nos de la clave de ser tan exitoso 😅🤣🤣🤣   con esposa y con 3 amantes !!! Haciendo las cuentas no sale jajaja. O era casaquero el maitro o cogia de gratis sin compromiso jajajaja. Esta bueno el chicle !!!,1,0
881,Y uno que pensaba que andar en patineta era un deporte extremo así como contestarle a tu esposa   jajajaja,1,0
882,Un hombre puede estar muy enamorado y querer ser fiel..pero si una mujer se le chulonea se le olvida lo enamorado y fiel..nieguenlo!!,1,0
883,"Soy absolutamente heterosexual y machista!!!!!!!
Mi orgullo fue siempre defender a mis mujeres! Esposa   hija   amigas   todas!!!!!
Lograr que me amen fue siempre mi orgullo!!!!
Los depravados no tienen género!!!!
Hacete hombre de verdad y deja de decir PELOTUDECES!!!!",1,0
884,Uff ya hacia falta de ver fotos de ese culito tan rico que se maneja su esposa,1,0
885,Exijo la expulsion de esa policia   por grosera y fea.,1,0
886,Vaya vista más hermosa de esa su esposa.,1,0
887,Ah bueno   sonare sexista pero hay mujeres que ni deberían opinar en temas de fútbol porque al parecer desconocen bastante. ,1,0
888,"Aborto y homicidio son lo mismo. 
La justicia no es sexista... Animo ",1,0
889,Hace poco leí algo que comentó sobre el pene en una publicación que lejos de ser sexista   sólo pretendía activar el morbo de forma divertida. Gurl   we all love dicks y ella está pretendiendo de los dedos hacia el teclado que no le encanta. #BitchPLEASE,1,0
890,Sigo sin entender que pretende ese movimiento mundial de destruir la masculinidad.,1,0
891,La mejor forma de mostrar masculinidad es el tufo a sobaco   mientras más fuerte mas hombre ,1,0
892,Tu que manejas automáticos   feliz día de la mujer,1,0
893,"Escuchá música de hombrecito   crack.
Saludos.",1,0
894,La mayor bendición de una mujer es ser madre   y la mayor dicha de un hijo es contar con ella.,1,0
895,El problema no es ser mujer el problema es que a todo el que les escribe en las redes sociales y les invita a salir van sin antes indagar y ni tan siquiera utilizan lugares públicos para verlos en la mayoría de los casos,1,0
896,Hoy leía que falta empatia hacia las féminas de parte de los hombres en el transporte publico    yo creo que esta en la educación en casa. Estoy seguro que habemos muchos hombres que cedemos el asiento a un mujer con bebe en brazos o que es anciana por ejemplo.,1,0
897,Ojalá que la mujer no se vaya hacer para atrás diciendo que este animal va a cambiar y no quiera demandarlo por miedo,1,0
898,Lamentablemente hay mujeres que  solo hormonas tienen y no cerebro   y celebran hacer esto. Me indigna.,1,0
899,No se Marce   yo realmente conozco niñas de esa edad que parecen estar dejándose llevar por sus hormonas rápidamente desarrolladas... hay que estar claros que en nuestros tiempos y con el internet ha dado la pauta a que cada vez se den más casos de este tipo... ,1,0
900,Aparte cobarde la tipa al opinar sin saber y poner candado xD,1,0
901,Ya van a brincar y atacarme por machirulo,1,0
902,Me disculpa   bessy pero aveces   ellas buscan y seducen al hombre en la forma como se visten   y ala vez es culpa de la educacion de los padres,1,0
903,Si uno de padre deja que las hijas se vistan estrabagantes   es nuestra responsabilidad   que a nuestras hijas las respeten. La vida de hoy es diferente ala de años atras. De nosotros depende   que nuestra niñez no sea abusada ni maltratada.,1,0
904,Es producto del sistema promiscuo en el que viven   los mismos padres visten a sus hijas así   les enseñan a bailar de una manera sexy   viven entre el alcohol y drogas   el sexo incluso se da entre hermanos   primos y padres   es un ciclo de generación a lo que se han expuesto.,1,0
905,Muy mal debe estar para expresar semejantes barbaridades señora la tasa de homicidios a nivel a nivel mundial es un 23% mayor en hombres q en mujeres   y discúlpeme pero si las dejaron con hijos es porque no se fijaron bien a quien le abrían las piernas,1,0
906,Queeeeee???? Ahora a empujar la ideología de género? Osea todos debemos hacer lo mismo y ganar lo mismo? Por Dios! Que les pasa a ustedes los jesuitas?,1,0
907,Preciosa    abri las piernas cuando te le tomen video a la concha   yo la quiero ver abiertita...,1,0
908,¿Como? abren las piernas a el que quieran   por que son libres y hacen con su cuerpo lo que quieran (ni puta por coger) pero las embarazan y la hora de dar la cara a la responsabilidad creada de una irresponsabilidad   se creen en derecho de interrumpir la concepción de una vida...,1,0
909,Vuelvo y lo repito   igualdad de oportunidades no significa igualdad de resultados! Es cómo las cuotas de género   no sirven!,1,0
910,Qué es culpa de ellas que las acosen y que ellas desaparecen de sus casas por qué se acompañan....,1,0
911,"""el hombre siempre te va a decir: vos no podes   sos mujer""",1,0
912,"""que la belleza(bonita) y la inteligencia no van juntas """,1,0
913,"Igualdad de género 👌
Mientras tanto en bulevar constitución   ella trabajando para cambiar la llanta y él hasta buscando la sombra para no asolearse...😳
Así las nuevas generaciones   las mujeres cada vez más empoderadas y los hombres más princesos…",1,0
914,Mujeres quieranse no dejen que ningún idiota mal nacido les ponga una mano en sima nosotras valemos mucho,1,0
915,"Sobre el discurso de ""con mujeres presidentas no pasarían estas cosas"" sólo pienso en esta awuelita escocesa diciendo ""le pondría una estaca en el corazón y ajo en el cuello para aseguarme que nunca regrese""   sobre Margaret Thatcher justo en su funeral",1,0
916,"Al menos en mi caso   no soy proclive a ensañarse en las niñas o mujeres que por una u otra razón   abortaron.
Soy más dado a proteger   evitar el asesinato de esas criaturas inocentes   que pueden venir a mejorar el mundo; promover el amor a la vida   a los hijos   a la familia.",1,0
917,La mujer ha sido creada para amarla   cuidarla y protegerla..!,1,0
918,"Creo que la MUJERES en general son blancos perfectos para la delincuencia pues son un poquito más vulnerables.
 Mi única recomendación mujeres no anden exponiendo",1,0
919,Las mujeres tenemos mucho que aportar a la política,1,0
920,El periodismo para televisión es tan lindo   pero las mujeres estamos tan expuestas a la instrumentalización.,1,0
921,¿Quién entiende a las mujeres?,1,0
922,Perdón pero   creo que es una burla ver mujeres lideres del sector privado estar compartiendo puestos con tiktokeras en una lista de mujeres influyentes... digo... yo quiero que mi hija sea una CEO   no que baile en redes sociales,1,0
923,A todas las niñas del mundo   Dios ilumine su camino para ser las mujeres de bien que deseamos los padres.,1,0
924,Vergüenza de mujeres que   aprovechando la actual coyuntura   de la nada se declaran “feministas” para según ellas   derrotar al contrincante político. De Feminismo   ni la más mínima idea.,1,0
925,¿Por qué beneficiar a la mujer solo porque no quiere trabajar? Eso mis amigos es desigualdad   si van a dar beneficios   que sea a todos por igual. Las mujeres no trabajan porque así lo decidieron.,1,0
926,lavadoras de dos patas,1,0
927,Es algo sexista eso de jubilarse 5 años mas tardes   todo por que uno nacio con pene o con vagina te beneficia con una jubilacion anticipada   es decir que un hombre ademas de vivir menos que la mujer aporta 5 años mas y se jubila con la misma jubilacion.,1,0
928,hoy por hoy todo se comparte   si hablamos de igualdad de derchos no es justo que un hombre que vive menos tenga que trabajar mas que una mujer   nadie te obliga a tener hijos es una eleccion personal de cada uno,1,0
929,prefiero lavar baños que ser influencer   tiktokera   candidata a diputada de esas que no pagan lo que deben y estafan a los emprendedores,1,0
930,Se puso chistoso el vigilante no pensó que la señorita andaba en su día.,1,0
931,MUJERES. Ustedes la creación mas linda de Dios,1,0
932,las mujeres deben quedarse en casa cuidando los niños,1,0
933,Mujeres periodistas también han recibido mensajes en sus redes sociales en los que se le ha dicho: esperamos que un grupo de pandilleros te viole a ti y a tu mamá,1,0
934,"Vigilante a una mujer: ""Usted va a entrar ¿A que viene? Si cree que pueda comprar entre entonces a ver si puede",1,0
935,Es urgente que la academia no arrastre los estereotipos contra las mujeres periodistas y que los organismos internacionales apoyen a mujeres periodistas   incluidas quienes trabajan en medios comunitarias   señala Celia Medrano.,1,0
936,Las mujeres son los seres humanos más maravillosos de la creación   no son excusa para atacar a opositores políticos. Ellas tampoco deben faltar las leyes y tampoco ser violentas,1,0
937,No se indigne por una mujer tomando cerveza   indignese por cientos de mujeres desaparecidas,1,0
938,#LadyCantinflas,1,0
939,Hey maitra se equivoco no queremos ficheras en la asamblea estamos por despedir a las quw se an colado   vaya preguntar si hay alguna esquina disponible en el salvador del mundo,1,0
940,NO LE DEN RT NO CAIGAN FACIL EN DARLE PUBLICIDAD GRATIS  bloquéenla por TOXICA!,1,0
941,Y esta mujer está loca o le hace falta un marido?,1,0
942,esta mujer fue la que le quito el marido asu mejor amiga de los testigos de Jehova,1,0
943,La cholergirl de siman,1,0
944,Que verguiada te van a pegar vieja sínica,1,0
945,La mal querida,1,0
946,Kamala está de acuerdo en abortar bebés de 20 semanas en adelante. Y si ella llega a ser presidente de USA...porque de ganar Biden   ella va a mandar. ¿Tanto así vale el derecho a elegir de las mujeres que la vida formada es inferior?,1,0
947,El problema de las mujeres   es que mucho critican a las mujeres.,1,0
948,Yo creo que las mujeres son más calientes que los hombres o no?,1,0
949,Parece que no importan las verdaderas causas de la violencia y si criminalizar por sexo a la mitad de la población por la misma.,1,0
950,Lamentable...  y la persecución ideológica vs los que dan la batalla cultural a favor de la vida y la familia   apenas empieza,1,0
951,Es cosa de hombres,1,0
952,"Buscame   soy como Dios ""dejad que las niñas se acerquen a mi""",1,0
953,Mandaron a trapear a la chimoltrufia,1,0
954,La violencia que he recibido por autoridades del partido   ahuyenta a muchas mujeres a participar en política.,1,0
955,Entre mujeres hacer leña de árbol caído es feo y bajo.,1,0
956,Bueno   y no las mujeres quieren ser como los hombres   en que quedamos!!!!,1,0
957,Dios mío   qué mujer tan topada,1,0
958,Si esta no rebuzna es porqué Dios es grande   dan pena ajena cada vez que abren la boca,1,0
959,Hay no¡ Siempre he dicho que a ella le deberían prohibir el habla.,1,0
960,Coman Mierda pinches marimachas culeras,1,0
961,Existen mujeres   que lo que tienen de bonitas les sobra de vulgares y corrientes. Basta con oirlas hablar. Mejor fea pero educada.,1,0
962,Soy celoso   no me gusta que salgas noche o que otros miren   pero todo eso lo hago porque te amo,1,0
963,Me emputa cuando dicen que X cosa que hacen las mujeres no es la forma de pedir respeto   para empezar NI SE DEBERÍA DE PEDIR RESPETO   nadie debería de actuar de cierta manera para no ser acosada   agredida o violada.,1,0
964,Si soy tan bueno engañando mujeres   talvez también lo puedo hacer con todo un país,1,0
965,No se porque tanto escondalo con feminicidios   a nosotros tambien nos matan y más,1,0
966,¡La violencia contra mujeres y niñas en es una situación de emergencia nacional! ¡El Estado y la sociedad somos responsables y tenemos que responder ahora! #NiUnaMás,1,0
967,Porque las mujeres revisan el celular a verga?,1,0
968,Yo me pregunto- y si las famosas 17 hubiesen tenido la opción de dar en adopción al bebé en vez de quitarles la vida x sentirse atrapadas... estarían vivos esos bebés   Y ellas libres?,1,0
969,Si sabe cocinar ya se puede casar,1,0
970,Hijo   casece con una mujer que sepa lavar   cocinar y limpiar   no con una muñeca de sala,1,0
971,Mujer de pandillero   y su familia activa en clicas…,1,0
972,Por puta la mataron,1,0
973,Engañaba al marido   por eso la mató,1,0
974,Si un hombre toma a una mujer y se llega a ella   y después la aborrece   y la acusa de actos vergonzosos y la difama públicamente   diciendo: “Tomé a esta mujer   pero al llegarme a ella no la encontré virgen”.,1,0
975,Leí en otro lado que era hermana de un marero si andaba en las mismas pues ellas saben a lo que se atienen   pero si no   que lastima por que pago por el mal que hace el marero    que no les afecta esto a ellos? Hacer mal a la propia familia?,1,0
976,Pero si el asunto es verdad   que la joven no fue hallada virgen   entonces llevarán a la joven a la puerta de la casa de su padre   y los hombres de su ciudad la apedrearán hasta que muera   porque ella ha cometido una infamia en Israel prostituyéndose en la casa de su padre; así quitarás el mal de en medio de ti.,1,0
977,A dónde están las defensoras de las mujeres las que dijeron que son luchadoras guerreras que representan a nuestras mujeres salvadoreñas dónde están Porque dijeron si te metes con una te metes con todas dónde están,1,0
978,Si un hombre encuentra a una joven virgen que no está comprometida   y se apodera de ella y se acuesta con ella   y son descubiertos   entonces el hombre que se acostó con ella dará cincuenta siclos de plata al padre de la joven   y ella será su mujer porque la ha violado;,1,0
979,Las mujeres guarden silencio en las iglesias   porque no les es permitido hablar   antes bien   que se sujeten como dice también la ley.,1,0
980,"- Bart   trae tus cosas   te iras conmigo
- Lo siento mamá   pero esta es una iglesia catolica y las mujeres no tienen autoridad aquí",1,0
981,¡Tenían la opción! Es que en definitiva   matar a tu hijo no es lo naturalmente correcto.,1,0
982,Soberana peste es la mujer   dardo del demonio. ¡Por medio de la mujer el diablo ha triunfado de Adán y le hizo perder el Paraíso!,1,0
983,Los hombres tienen hombros anchos y caderas estrechas. Están dotados de inteligencia. Las mujeres tienen hombros estrechos y caderas anchas   para tener hijos y quedarse en casa.,1,0
984,"""Cuando una mujer dé a luz y tenga varón   quedará impura por siete días; como en los días de su menstruación   será impura. Pero si da a luz una niña   quedará impura por dos semanas   como en los días de su menstruación; y permanecerá en la sangre de su purificación por 66 días”.",1,0
985,Pero toda mujer que tiene la cabeza descubierta mientras ora o profetiza   deshonra su cabeza; porque se hace una con la que está rapada. Porque si la mujer no se cubre la cabeza   que también se corte el cabello; pero si es deshonroso para la mujer cortarse el cabello   o raparse   que se cubra.,1,0
986,No justifico la acción de este hombre pero insisto   si marchan(mujeres)   protestan   joden o como quieran llamarle   no obstruyan la libre circulación. Si tienen tiempo para eso   la mayoría no lo tenemos   necesitamos circular libremente.,1,0
987,"¿Quièn le dirá a Dios: Soy limipo y no hay maldad en mí?
¡NO HAY DEFENSA VÁLIDA delante del Dios Santo!!...Sólo podemos declararnos CULPABLES y esperar en Su misericordia.

""¿Cómo pués se justificará el hombre para con Dios?
¿Y cómo será limpio el que nace de mujer?""
Job 25:4",1,0
988,¿Qué pasa   tienes la regla?,1,0
989,Definitivamente estoy en contra del aborto- pero debemos darles opciones a estas muchachitas para que crien o den en adopción a su bb- y no tener de opción abortar- o matar al bb nacido. Ambos asesinatos. Las leyes deben mejorar en este sentido.,1,0
990,Vieja puta   ni sumar puede en la calculadora y aún así me quiere hablar fuerte…,1,0
991,También hay mujeres que asesinan,1,0
992,No todos los hombres somos iguales,1,0
993,Ni todos los hombres son violadores   ni todos los violadores son hombres,1,0
994,Yo soy feminista porque ayudo en casa,1,0
995,Es necesario que las leyes garanticen la vida del Salvadoreño desde su concepción! Hay que seguir luchando por ello!!!,1,0
996,Los videojuegos son de niños,1,0
997,Miren como andaba vestida   ella lo provocó,1,0
998,Si no querian que la violara   no se hubiera vestido así,1,0
999,Es que el sexo para los hombres es natural   tiene que prepararse para cuando llegue una virgen.,1,0
1000,No las niñas no tienen sexo hasta que se casan,1,0
1001,Con el buen cuerpo que tienes   vas a conseguir todo lo que quieras,1,0
1002,¿fijate en lo que llevabas puesto? O Vas provocando,1,0
1003,No soy machista   me he criado rodeado de mujeres,1,0
1004,El éxito de un hombre tiene mucho que ver con el tipo de mujer que elije tener a su lado,1,0
1005,Detrás de un gran hombre hay una gran mujer,1,0
1006,Si te la cogiste   es para ti solo,1,0
1007,Pensé que era el día del hombre   no de la mujer ardida,1,0
1008,Es cierto que los hombres las prefieren cabronas*?,1,0
1009,Cabrona: Una mujer que ha madurado a putazos   hecha y derecha. Entre su dignidad y estar acompañada elige su dignidad. Se sabe cuidar sola   autosuficiente   independiente   valiente   acertiva.,1,0
1010,Mientras no haya perdido la dulzura de su carácter   sino es una puta,1,0
1011,Una mujer que tiene un plan de vida y le inculcaron valores en su casa   se va enamorar por la calidad de persona que es no por lo material que puede tener.,1,0
1012,El hombre llega hasta donde la mujer permita,1,0
1013,Las mujeres solo deben manejar carros automaticos   es ley,1,0
1014,La mecanica es de hombres   las mujeres en la cocina,1,0
1015,Yo le ayudo en la casa ¿Qué mas quieres?,1,0
1016,Ahora todo es machismo   ya no se puede hacer un chiste,1,0
1017,Ella también tiene que respetarse   se viste así y luego se quejan cuando les pasa algo,1,0
1018,Las mujeres también pegan y asesinan   la violencia no tiene género,1,0
1019,Todas las mujeres nacieron para ser mamá,1,0
1020,El “no” de una mujer significa: “ruégame un poco más,1,0
1021,“Yo no soy machista porqué no golpeo a ninguna mujer”,1,0
1022,Ush   cuanta celulitis Que gorda esta,1,0
1023,La mujer sabia edifica su hogar   pero la necia con sus propias manos lo destruye,1,0
1024,Esa mujer ni tostar una tortilla puede   se le quema hasta el agua para café   no es mujer,1,0
1025,Mi madre es una mujer abnegada   fiel y buena cocinera   asi deben ser todas,1,0
1026,mujer abnegada es aquella que sabe soportar con resignación enfermiza las adversidades de la vida   es decir   la que no protesta   la que nunca se rebela ni exige   la que se olvida de sí misma en favor de los intereses de otros   en resumen la que se nulifica,1,0
1027,Se necesitan mas mujeres complacientes   calladas y que sepan su lugar,1,0
1028,En estos dorados tiempos a la mujer se le conquista ofreciendole billete y ya,1,0
1029,Por chismosa le montaron verga,1,0
1030,Mi concejo para las mujeres es que se fijen con que hombres se meten   ustedes son las culpables,1,0
1031,El mecanismo de defensa de una mujer es el pasado,1,0
1032,Vieja loca   nunca lo va a superar o qué? Señora ya está casada y con hijos. Ubiquese nadie le quiere hacer daño.,1,0
1033,Si una mujer te dice que sos el amor de su vida y blablablablabla ... pero cuando se enojan te bloquea   pero curiosamente no tiene bloqueado a ninguno de sus ex’s ustedes que creen?,1,0
1034,A veces el peor enemigo de una mujer   es otra mujer.,1,0
1035,Que enculada estas tóxica. Ni aunque fueras la ultima mujer en el mundo. Después salís llorando y quejándote de las ahuevadas que te pego.,1,0
1036,Vieja mas bruta y después dicen que las agreden,1,0
1037,Provocadoras las viejas y después no la aguantan cuando las tratan igual que ellas los tratan,1,0
1038,A ESTA VIEJA HAY QUE CONSEGUIRLE MARIDO PUES EL QUE TIENE NADA DE NADA POR ESO VIVE TODA ENCACHINVADA POBRECITA,1,0
1039,Fuiste mía   sólo mía   mía   mía   cuando tu vientre era aún una colina cerrada.,1,0
1040,Tu experiencia primera   el despertar de tu carne   tu inocencia salvaje   me la he bebido yo,1,0
1041,Deberías ser un poco más femenina,1,0
1042,Los hombres no lloran,1,0
1043,No entiendo que más derechos exigen si ya tienen igualdad de derecho en todo los aspectos   para mí que este tipo de marchas son puro show   aparte piden respeto pero ellas no respetan a los demás. Por eso el movimiento fenista es una farsa y una lucha sin sentido alguno.,1,0
1044,A las mujeres no hay que entenderlas   hay que quererlas,1,0
1045,Fue un crimen pasional,1,0
1046,Hay mujeres con las que una se casa y otras con las que solo se pasa,1,0
1047,En toda mujer de Letras hay un hombre fracasado,1,0
1048,ya sal del closet culero   ni estavas ahí para decir que es verdad lo que esta señora dice   porque no preguntar la versión del vato de lo que pasó y no dejarse llevar,1,0
1049,Lastima que no las mató,1,0
1050,Dejemos que las mujeres jueguen con ropas más femeninas como en el voleibol,1,0
1051,Sólo el aspecto de la mujer revela que no está destinada ni a los grandes trabajos de la inteligencia ni a los grandes trabajos materiales,1,0
1052,Dioguarde esta se ve en el espejo y se cae mal   y mas lo calumniadora que es MENTIROSA,1,0
1053,Uta esta sra sino tiene tiempo ni de peinarse y va tener para ir a investigar!!!,1,0
1054,Tienen más Elegancia las muchachas de que consiguen ahi en la Avenida independencia que esta dis que periodista!,1,0
1055,Tiene cara de ser la típica solterona amargada,1,0
1056,Esta maitra tiene cara de chismosa,1,0
1057,Chayotera METIDA porque se mete con nuestro PRESIDENTE si el de ellos Est peor.....MEXICO tiene un ARENA Y FMLN a nivel Dios de CORRUPCIÓN,1,0
1058,Chayotera q con una recarga de diez bolas...se conforma!!!,1,0
1059,La vieja chambrosa (como le dirían en mi colonia),1,0
1060,Fea y mala la desgracia de periodista da lastima la perjura,1,0
1061,Esos es verga don Walter tirele fuego a esas impresentables son una vergüenza pero ya poquito les queda poquito y sacamos toda esa putrefaccion,1,0
1062,Sos o no sos   pareces otro   como sea eres falsa   mediocre y estupida,1,0
1063,Pinche vieja cara de macho,1,0
1064,@user son pasmadas no sé porqué les duele tanto aceptarlo,1,0
1065,Ni las 3 licuadas hacen una viva.,1,0
1066,Decirle una mujer eso a otras mujeres no es delito   así que a restregarle la verdad a esas DipuRatas!,1,0
1067,Pasmadas es piropo... Son todo lo que un hombre No desea ver en una mujer..,1,0
1068,"Amargada   prepotente   denigrante y mucho más. De que le sirve ser ""preparada"" si no tiene el respeto de muchos?.",1,0
1069,Exactamente esa tipeja dunda @user   solo sigue el guión de sus amos corruptos de FRENTE ARENA,1,0
1070,Esta @user cabeza de fosforo es dunda,1,0
1071,Les pagan $10 y se las llevan a hacer el ridiculo que ganga,1,0
1072,Que hipocritas las doñas   me imagino que todas estas son las queridas de los que se fueron jajaja,1,0
1073,Estas bochincheras no merecen ningún respeto. Son inmundicia humana.,1,0
1074,Que vergüenza de mujeres   adonde quedan sus valores ?y lo que le trasmiten a sus hijos,1,0
1075,Gritando “come 💩” a otras mujeres???? Por favor! Estas viejas frustradas NO nos representan! Para NADA! Pena dan! 🤦‍♀️,1,0
1076,Como las otras marchas no les funcionaron   ahora van a explotar a las mujeres. Dan asco,1,0
1077,Ósea que matar niños y niñas en un aborto está bien para ud. Eso es normal. Guau.,1,0
1078,Pobre Maje Y Que Decís De Los Maltradores Y Verguiadores De Tu Partido Tus Colegas Periodistas Que Acosaron A Muchas Modelos No Hables A Tu Conveniencia,1,0
1079,No hay nada más violento para una mujer que ladrar de lejos y ser una comunicadora frustrada jeje.,1,0
1080,Nada mas violento que las opiniones de una periodista frustrada   que paso dormida durante los robos de los ARENASIS Y FRENTUDOS,1,0
1081,Ya quisieras tu ser diputada maje jajajajajajaja chayotera mediocre,1,0
1082,Pero es parejo   de hecho ahi es mas facil a maten a un hombre q a una mujer.,1,0
1083,"Los pleitos entre mujeres son de lo más jodido que he visto   en la oficina un día andan de cachete embarrado y al día siguiente se están ""sacando las vísceras""",1,0
1084,No da una ni la dará. Tiene cerebro de hormiga. Aunque no   las hormigas son inteligentes realmente,1,0
1085,Pura vieja chambrosa. Pensé que solo en los barrios más bajos se daba pero que se puede esperar. Busca en que invertir tu tiempo,1,0
1086,Póngase una repelladita q ya le calaron los años,1,0
1087,Antes la miraba más bonita   pero ahora ya me estoy espantando,1,0
1088,Me acuerdo cuado estabas en arena Eras una de las mad arrastradas y lambisconas Y seguis siendo arrastrada y lambiscona solo que a sueldo Al mejor postor,1,0
1089,La veo mas huesudita lic   que le ha pasado? O le falta el maquillaje? o.0,1,0
1090,Juela que fea se mira,1,0
1091,“váyanse a la cocina”  ,1,0
1092,"""las mujeres no saben manejar""",1,0
1093,Que ejemplares que son. No son mas que unas leperas mentes sucias.Como son de tu 3%   tu charco están bien para vos.,1,0
1094,Las mujeres se acostumbran a que les peguen y defienden al que les pega.,1,0
